STORE_NUMBER,CITY,STATE,ZIPCODE,LONG,LAT
16842-138228,Inver Grove Heights,MN,55077,-93.08,44.82
26713-243085,Lakeville,MN,55044,-93.18,44.72
8959-95199,Lakeville,MN,55044,-93.28,44.71
9762-97954,Lakeville,MN,55044,-93.28,44.69
72684-76620,Lakeville,MN,55044,-93.29,44.68
72677-64263,Lino Lakes,MN,55014,-93.11,45.18
21372-208604,Mankato,MN,56001,-93.95,44.17
72951-93896,Mankato,MN,56001,-93.95,44.17
17564-178944,Maple Grove,MN,55311,-93.49,45.13
76808-99120,Maple Grove,MN,55369,-93.48,45.13
2318-2001,Maple Grove,MN,55369,-93.45,45.1
28570-249741,Maple Grove,MN,55369,-93.44,45.09
76709-99117,Medina,MN,55340,-93.53,45.05
72669-48339,Minneapolis,MN,55403,-93.27,44.97
76188-88825,Minneapolis,MN,55428,-93.36,45.05
295-1494,Minneapolis,MN,55454,-93.24,44.96
76974-96449,Minneapolis,MN,55406,-93.24,44.95
23000-226785,Minneapolis,MN,55414,-93.24,44.98
17122-175084,Minneapolis,MN,55455,-93.23,44.97
16152-165904,Minneapolis,MN,55403,-93.27,44.97
2452-229484,Minneapolis,MN,55405,-93.29,44.96
75137-68162,Minneapolis,MN,55414,-93.24,44.97
2341-2483,Minneapolis,MN,55402,-93.27,44.98
8611-92908,Minneapolis,MN,55404,-93.28,44.96
2488-21281,Minneapolis,MN,55414,-93.23,44.97
78063-99510,Minneapolis,MN,55455,-93.25,44.97
76625-95375,Minneapolis,MN,55421,-93.25,45.07
72621-28147,Minneapolis,MN,55402,-93.27,44.98
263-1496,Minneapolis,MN,55402,-93.27,44.98
2648-54101,Minneapolis,MN,55403,-93.28,44.98
288-1493,Minneapolis,MN,55419,-93.29,44.91
76653-94395,Minneapolis,MN,55413,-93.23,45
75788-85011,Minneapolis,MN,55403,-93.28,44.97
262-1495,Minneapolis,MN,55402,-93.27,44.98
76736-104469,Minnetonka,MN,55305,-93.45,44.97
28366-249908,Minnetonka,MN,55305,-93.44,44.97
72650-46879,Minnetonka,MN,55345,-93.5,44.92
76730-100251,Monticello,MN,55362,-93.77,45.29
8960-103132,Moorhead,MN,56560,-96.77,46.85
16032-156750,Moorhead,MN,56560,-96.75,46.86
26711-243086,New Hope,MN,55427,-93.39,45.03
28551-250039,North Maplewood,MN,55109,-93.02,45.03
17380-177067,Northfield,MN,55057,-93.19,44.43
13347-106328,Oak Park Heights,MN,55082,-92.85,45.03
27918-247538,Oakdale,MN,55128,-92.96,44.96
26824-243087,Oakdale,MN,55128,-92.96,44.96
76975-136638,Otsego,MN,55330,-93.56,45.28
8922-95305,Owatonna,MN,55060,-93.24,44.08
20790-208086,Owatonna,MN,55060,-93.25,44.09
2330-245290,Plymouth,MN,55447,-93.48,45.02
72685-76622,Plymouth,MN,55442,-93.45,45.03
9712-97797,Plymouth,MN,55441,-93.45,45.01
29841-254985,Red Wing,MN,55066,-92.58,44.57
76815-110950,Richfield,MN,55423,-93.25,44.88
3484-92905,Richfield,MN,55423,-93.29,44.86
70009-126633,Rochester,MN,55904,-92.46,44.02
28120-248664,Rochester,MN,55901,-92.53,44.07
72639-32282,Rochester,MN,55901,-92.5,44.06
28666-250117,Rochester,MN,55902,-92.48,44
76812-110951,Rochester,MN,55904,-92.47,43.95
75560-62499,Rochester,MN,55902,-92.47,44.02
24088-232347,Rochester,MN,55901,-92.47,44.06
72678-64266,Rogers,MN,55374,-93.55,45.2
18163-182985,Rogers,MN,55374,-93.55,45.2
9652-97788,Rosemount,MN,55068,-93.13,44.73
76441-90372,Roseville,MN,55113,-93.16,45.01
2209-658,Roseville,MN,55113,-93.18,45.01
23753-154129,Roseville,MN,55113,-93.17,45.01
13624-106909,Roseville,MN,55113,-93.18,45.01
76440-97594,Saint Paul,MN,55118,-93.08,44.89
47124-248644,Saint Paul,MN,55105,-93.15,44.94
10602-101637,Savage,MN,55378,-93.38,44.75
76116-87623,Savage,MN,55378,-93.38,44.74
21371-208605,Shakopee,MN,55379,-93.41,44.78
72645-32261,Shoreview,MN,55126,-93.14,45.06
49710-266984,Shoreview,MN,55126,-93.12,45.08
76223-90370,St Cloud,MN,56304,-94.15,45.57
76408-96764,St Louis Park,MN,55426,-93.39,44.94
75587-80343,St Paul,MN,55111,-93.21,44.88
75884-101521,St Paul,MN,55111,-93.21,44.88
72336-5745,St Paul,MN,55111,-93.21,44.88
19892-188669,St. Cloud,MN,56301,-94.19,45.55
10203-99310,St. Louis Park,MN,55416,-93.33,44.95
2696-63425,St. Louis Park,MN,55416,-93.34,44.93
10156-99311,St. Paul,MN,55105,-93.14,44.94
20425-204771,St. Paul,MN,55106,-93.03,44.95
276-1490,St. Paul,MN,55116,-93.19,44.92
2211-638,St. Paul,MN,55104,-93.17,44.95
2462-18999,St. Paul,MN,55102,-93.1,44.95
76592-100250,St. Paul,MN,55128,-92.95,45
17498-147376,St. Paul,MN,55104,-93.17,44.97
76771-108255,St. Paul,MN,55401,-93.16,44.95
76130-88841,Stillwater,MN,55082,-92.84,45.04
79211-97807,Stillwater,MN,55082,-92.84,45.03
20341-204767,Vadnais Heights,MN,55127,-93.06,45.05
25515-241175,Vadnais Heights,MN,55127,-93.06,45.08
76666-97597,Virginia,MN,55792,-92.55,47.51
76979-136639,Waconia,MN,55387,-93.77,44.85
10511-101337,Waite Park,MN,56387,-94.22,45.55
2440-20979,Wayzata,MN,55391,-93.51,44.97
9526-96609,West St. Paul,MN,55118,-93.08,44.9
27985-249186,White Bear Lake,MN,55110,-93.02,45.04
72719-36379,White Bear Lake,MN,55110,-93.02,45.07
76622-99116,Winona,MN,55987,-91.62,44.03
2529-35559,Woodbury,MN,55125,-92.94,44.94
2241-213605,Woodbury,MN,55125,-92.96,44.93
15230-138227,Woodbury,MN,55125,-92.91,44.94
21296-210564,Woodbury,MN,55125,-92.9,44.94
72701-27209,Woodbury,MN,55125,-92.93,44.92
28021-242084,Woodbury,MN,55125,-92.96,44.93
25759-235385,Woodbury,MN,55129,-92.94,44.89
23826-232925,Affton,MO,63123,-90.33,38.55
20791-208087,Arnold,MO,63010,-90.4,38.41
16249-162125,Arnold,MO,63010,-90.37,38.44
73793-119724,Aurora,MO,65605,-93.72,36.97
76922-90446,Ballwin,MO,63011,-90.52,38.62
2654-35719,Ballwin,MO,63011,-90.54,38.59
13652-107519,Belton,MO,64012,-94.52,38.81
9882-97876,Blue Springs,MO,64014,-94.27,39.02
3879-143227,Blue Springs,MO,64014,-94.25,39.03
76573-96771,Branson,MO,65616,-93.25,36.65
11520-103609,Branson,MO,65616,-93.22,36.64
16524-162468,Branson,MO,65615,-93.24,36.66
9918-66644,Brentwood,MO,63144,-90.35,38.62
3893-146067,Brentwood,MO,63144,-90.34,38.63
15517-156745,Bridgeton,MO,63044,-90.43,38.75
13714-105548,Cape Girardeau,MO,63701,-89.58,37.3
76616-100211,Cape Girardeau,MO,63701,-89.56,37.33
17617-170584,Cape Girardeau,MO,63701,-89.53,37.31
22191-212244,Chesterfield,MO,63005,-90.63,38.64
2522-29295,Chesterfield,MO,63017,-90.57,38.64
2475-26307,Chesterfield,MO,63005,-90.6,38.67
28372-249940,Chesterfield,MO,63017,-90.57,38.65
3983-147373,Chesterfield,MO,63005,-90.59,38.67
28334-250143,Chesterfield,MO,63005,-90.59,38.67
2463-23389,Clayton,MO,63105,-90.33,38.64
2379-9732,Clayton,MO,63105,-90.34,38.65
29011-251216,Columbia,MO,65203,-92.36,38.95
72881-76101,Columbia,MO,65203,-92.38,38.95
11521-103582,Columbia,MO,65201,-92.3,38.95
14088-115225,Columbia,MO,65203,-92.38,38.96
10322-100060,Columbia,MO,65201,-92.33,38.95
76639-100206,Columbia,MO,65203,-92.38,38.97
21370-210944,Columbia,MO,65201,-92.33,38.91
75457-105037,Columbia,MO,65211,-92.33,38.94
10745-113345,Crestwood,MO,63126,-90.38,38.56
48510-260208,Creve Coeur,MO,63141,-90.44,38.67
2304-1737,Creve Coeur,MO,63141,-90.44,38.67
76593-97973,Dardenne,MO,63368,-90.76,38.77
28575-249756,DES PERES,MO,63131,-90.45,38.6
27882-242003,Des Peres,MO,63131,-90.43,38.6
10205-99601,Des Peres,MO,63131,-90.45,38.6
8695-91420,Fenton,MO,63026,-90.44,38.51
27777-248704,Ferguson,MO,63135,-90.28,38.77
13511-106827,Florissant,MO,63031,-90.34,38.78
25746-241804,Florissant,MO,63033,-90.3,38.81
70076-103186,Ft. Leonard Wood,MO,65473,-92.11,37.75
2416-12042,Gladstone,MO,64119,-94.55,39.21
26662-242347,Gladstone,MO,64119,-94.55,39.22
29787-251509,GRANDVIEW,MO,64030,-94.52,38.88
24490-236245,Harrisonville,MO,64701,-94.36,38.65
2952-91423,Hazelwood,MO,63042,-90.35,38.79
20920-199724,Hollister,MO,65672,-93.2,36.58
11522-104288,Independence,MO,64055,-94.44,39.05
2442-245065,Independence,MO,64057,-94.36,39.05
28310-249920,Independence,MO,64057,-94.36,39.05
79439-106730,Independence,MO,64055,-94.41,39.04
9654-96559,Independence,MO,64055,-94.39,39.08
26708-242348,Independence,MO,64055,-94.39,39.08
27522-246894,Independence,MO,64057,-94.36,39.05
2417-14470,Jackson,MO,64063,-94.36,38.92
76534-100207,Jefferson City,MO,65109,-92.21,38.58
73829-99893,Jefferson City,MO,65109,-92.25,38.59
79227-96770,Joplin,MO,64801,-94.53,37.07
9566-96850,Joplin,MO,64801,-94.48,37.09
76533-100210,Joplin,MO,64801,-94.47,37.09
13473-107465,Joplin,MO,64804,-94.48,37.05
49046-265274,Kansas City,MO,64151,-94.64,39.21
72675-64265,Kansas City,MO,64157,-94.46,39.25
17119-177165,Kansas City,MO,64153,-94.72,39.31
76928-129165,Kansas City,MO,64154,-94.66,39.26
19825-162244,Kansas City,MO,64155,-94.57,39.25
2432-16155,Kansas City,MO,64154,-94.65,39.25
75592-77285,Kansas City,MO,64153,-94.72,39.3
70071-129169,Kansas City,MO,64105,-94.59,39.1
10034-97362,Kansas City,MO,64145,-94.61,38.89
17279-176888,Kansas City,MO,64155,-94.59,39.25
75843-100357,Kansas City,MO,64153,-94.72,39.3
76117-90266,Kansas City,MO,64145,-94.61,38.88
72729-59259,Kansas City,MO,64118,-94.57,39.21
2326-2072,Kansas City,MO,64112,-94.59,39.04
2490-26287,Kansas City,MO,64111,-94.61,39.06
10832-103187,Kansas City,MO,64111,-94.59,39.05
16919-176886,Kansas City,MO,64114,-94.61,38.97
2677-70700,Kansas City,MO,64114,-94.61,38.97
79440-106729,Kansas City,MO,64118,-94.58,39.2
2317-1969,Kansas City,MO,64105,-94.58,39.1
28387-250058,Kansas City,MO,64112,-94.59,39.04
23302-228827,Kansas City,MO,64153,-94.72,39.31
21366-210026,Kansas City,MO,64155,-94.58,39.27
75604-83680,Kansas City,MO,64153,-94.71,39.29
72794-89580,Kansas City,MO,64151,-94.64,39.21
50764-275441,Kansas City,MO,64153,-94.67,39.25
20159-202084,Kirksville,MO,63501,-92.57,40.2
2293-1624,Kirkwood,MO,63122,-90.41,38.58
7995-95377,Ladue,MO,63131,-90.4,38.63
11804-106463,Lake St. Louis,MO,63367,-90.78,38.77
73768-115891,Lebanon,MO,65536,-92.67,37.68
70367-138670,Lee's Summit,MO,64086,-94.4,38.93
29142-213864,Lee's Summit,MO,64063,-94.34,38.9
2605-36539,Lees Summit,MO,64081,-94.41,38.93
72661-64960,Lees Summit,MO,64081,-94.41,38.93
13654-107163,Lees Summit,MO,64086,-94.38,38.93
9655-97361,Liberty,MO,64068,-94.45,39.25
27884-242627,Manchester,MO,63011,-90.52,38.6
2294-129764,Manchester,MO,63011,-90.5,38.59
29445-253768,Maryland Heights,MO,63146,-90.42,38.7
2368-8628,Maryland Heights,MO,63146,-90.45,38.7
20859-197427,Maryville,MO,64468,-94.88,40.35
29954-253364,Maryville,MO,64468,-94.87,40.33
72755-78303,Nixa,MO,65714,-93.3,37.05
20792-208088,O'Fallon,MO,63368,-90.7,38.78
10382-95369,O'Fallon,MO,63366,-90.7,38.78
9990-97365,O'Fallon,MO,63368,-90.7,38.72
10562-97038,Olivette,MO,63132,-90.37,38.67
76234-93541,Osage Beach,MO,65065,-92.6,38.16
72996-96027,Osage Beach,MO,65065,-92.61,38.16
9527-95807,Osage Beach,MO,65065,-92.61,38.16
75010-90221,Ozark,MO,65721,-93.22,37.06
48504-263284,PLATTE CITY,MO,64079,-94.77,39.35
73730-110427,Republic,MO,65738,-93.47,37.13
28936-247487,Rolla,MO,65401,-91.75,37.95
23946-152242,Saint Louis,MO,63108,-90.23,38.63
10835-102806,Sedalia,MO,65301,-93.26,38.71
28467-250057,Springfield,MO,65804,-93.27,37.16
26635-244215,Springfield,MO,65802,-93.27,37.21
13655-107638,Springfield,MO,65802,-93.26,37.2
18803-194325,Springfield,MO,65802,-93.28,37.22
2860-85020,Springfield,MO,65807,-93.3,37.15
72756-78302,Springfield,MO,65807,-93.32,37.14
72876-95069,Springfield,MO,65810,-93.28,37.14
8670-93775,Springfield,MO,65807,-93.3,37.18
14881-154264,Springfield,MO,65806,-93.29,37.21
26663-244216,Springfield,MO,65803,-93.35,37.24
14980-148332,Springfield,MO,65802,-93.29,37.25
73854-115887,Springfield,MO,65803,-93.26,37.23
10078-99108,Springfield,MO,65804,-93.27,37.16
49043-264329,Springfield,MO,65807,-93.32,37.16
72754-78301,Springfield,MO,65804,-93.23,37.16
16121-158786,Springfield,MO,65807,-93.28,37.2
76567-100209,Springfield,MO,65804,-93.26,37.15
76317-95728,St Joseph,MO,64506,-94.81,39.81
75717-95752,St Louis,MO,63145,-90.36,38.74
76442-90445,St Louis,MO,63109,-90.3,38.59
72364-6131,St Louis,MO,63145,-90.37,38.74
75707-94924,St Louis,MO,63145,-90.36,38.74
75700-94925,St Louis,MO,63145,-90.37,38.74
72404-3668,St Louis,MO,63145,-90.37,38.74
72363-6130,St Louis,MO,63145,-90.37,38.74
75586-68060,St Louis,MO,63101,-90.19,38.63
75520-103839,St Louis,MO,63102,-90.19,38.63
9917-97040,St. Charles,MO,63301,-90.49,38.77
7993-95383,St. Joseph,MO,64506,-94.8,39.77
48068-254165,St. Joseph,MO,64506,-94.8,39.79
19163-192764,St. Joseph,MO,64506,-94.82,39.81
28245-249755,ST. LOUIS,MO,63117,-90.32,38.63
18009-176405,St. Louis,MO,63103,-90.23,38.63
9335-88020,St. Louis,MO,63129,-90.33,38.51
2327-1755,St. Louis,MO,63101,-90.19,38.63
24571-237110,St. Louis,MO,63104,-90.24,38.61
22519-177084,St. Louis,MO,63130,-90.3,38.65
2362-5953,St. Louis,MO,63108,-90.26,38.64
11760-105546,St. Louis,MO,63111,-90.26,38.56
25392-232324,St. Louis,MO,63117,-90.31,38.63
21140-206804,St. Louis,MO,63125,-90.33,38.51
7945-91424,St. Louis,MO,63109,-90.27,38.59
2441-19379,St. Louis,MO,63128,-90.38,38.51
2295-153704,St. Louis,MO,63117,-90.35,38.63
13811-104789,St. Louis,MO,63119,-90.37,38.61
10383-96611,St. Louis,MO,63109,-90.31,38.59
11187-100134,St. Louis,MO,63122,-90.48,38.57
3198-103665,St. Louis,MO,63102,-90.19,38.63
27883-242002,St. Louis,MO,63144,-90.34,38.63
2697-83068,St. Peters,MO,63376,-90.63,38.79
2731-80700,St. Peters,MO,63304,-90.63,38.74
23041-219664,St. Robert,MO,65584,-92.14,37.82
28185-250364,Sunset Hills,MO,63127,-90.41,38.56
2421-12978,Town and Country,MO,63131,-90.48,38.63
11729-105547,University City,MO,63130,-90.34,38.66
2311-1627,University City,MO,63130,-90.31,38.66
10563-100589,Valley Park,MO,63088,-90.5,38.54
26452-206764,Warrensburg,MO,64093,-93.72,38.78
76794-108111,Washington,MO,63090,-90.98,38.53
72546-104525,Waynesville,MO,65583,-92.23,37.81
16610-171965,Webb City,MO,64870,-94.48,37.14
2405-14530,Webster Groves,MO,63119,-90.34,38.59
76856-110956,Wentzville,MO,63385,-90.85,38.82
11052-101175,Wentzville,MO,63385,-90.88,38.82
7994-95384,Wildwood,MO,63040,-90.63,38.58
75395-99472,Biloxi,MS,39530,-88.86,30.39
13447-106922,Biloxi,MS,39531,-88.98,30.4
18832-185884,Biloxi,MS,39530,-88.89,30.39
9656-96913,Clinton,MS,39056,-90.33,32.33
23043-220726,Columbus,MS,39705,-88.43,33.52
5103-137985,D'Iberville,MS,39540,-88.88,30.44
18567-172165,D'Iberville,MS,39540,-88.9,30.46
76281-95746,Flowood,MS,39232,-90.06,32.34
75673-94034,Flowood,MS,39232,-90.07,32.28
13498-103959,Gulfport,MS,39503,-89.1,30.44
75260-79935,Hattiesburg,MS,39406,-89.33,31.33
9336-95187,Hattiesburg,MS,39402,-89.35,31.32
76490-97109,Hattiesburg,MS,39402,-89.38,31.32
48892-247368,Hernando,MS,38632,-89.99,34.83
18034-177824,Horn Lake,MS,38637,-90.01,34.96
10781-102255,Jackson,MS,39211,-90.15,32.36
76235-95030,Jackson,MS,39213,-90.15,32.4
70309-118965,Keesler AFB,MS,39534,-88.91,30.41
78066-105596,Mississippi State,MS,39762,-88.79,33.45
28190-248939,Ocean Springs,MS,39564,-88.78,30.41
9567-92200,Olive Branch,MS,38654,-89.85,34.96
76933-128784,Olive Branch,MS,38654,-89.9,34.96
22476-216610,Oxford,MS,38655,-89.55,34.36
21390-210528,Oxford,MS,38655,-89.53,34.36
16004-121752,Oxford,MS,38677,-89.54,34.36
21141-207105,Ridgeland,MS,39157,-90.15,32.43
8406-15016,Southhaven,MS,38671,-89.99,34.96
21546-207106,Starkville,MS,39759,-88.81,33.45
25999-221948,Starkville,MS,39759,-88.84,33.45
75365-102081,Tunica,MS,38664,-90.33,34.85
28760-250826,Tupelo,MS,38804,-88.71,34.3
8809-92201,Tupelo,MS,38801,-88.74,34.26
17953-182604,Belgrade,MT,59714,-111.18,45.78
3435-87743,Billings,MT,59102,-108.58,45.76
18141-187946,Billings,MT,59102,-108.53,45.77
76169-90444,Billings,MT,59102,-108.58,45.77
28060-249738,Billings,MT,59105,-108.48,45.81
17657-182585,Billings,MT,59105,-108.48,45.81
75989-106703,Billings,MT,59101,-108.5,45.78
26010-240949,Billings,MT,59102,-108.57,45.76
23045-218185,Billings,MT,59102,-108.54,45.78
17888-185744,Billings,MT,59102,-108.59,45.78
29718-254424,Bozeman,MT,59715,-111.05,45.68
18654-172565,Bozeman,MT,59718,-111.06,45.7
16203-160105,Bozeman,MT,59715,-111.06,45.68
23884-233549,Bozeman,MT,59718,-111.07,45.71
17979-182605,Bozeman,MT,59718,-111.07,45.68
14807-136084,Butte,MT,59701,-112.51,45.98
79732-126787,Dillon,MT,59725,-112.63,45.22
18105-103434,Great Falls,MT,59405,-111.27,47.49
22722-221544,Great Falls,MT,59405,-111.25,47.49
9568-96124,Great Falls,MT,59405,-111.29,47.49
27524-245626,Great Falls,MT,59405,-111.27,47.49
29657-253953,Great Falls,MT,59404,-111.31,47.52
2878-229425,Helena,MT,59601,-112.03,46.6
74356-82124,Helena,MT,59601,-112.02,46.59
2730-87465,Helena,MT,59601,-112.02,46.59
25208-237591,Kalispell,MT,59901,-114.33,48.24
22426-217445,Kalispell,MT,59901,-114.31,48.2
11135-103925,Kalispell,MT,59901,-114.33,48.24
22428-218644,Missoula,MT,59801,-114.02,46.85
74368-83247,Missoula,MT,59801,-114.04,46.83
48501-262667,MISSOULA,MT,59801,-114.02,46.84
76761-108200,Missoula,MT,59808,-114.04,46.89
9528-97210,Missoula,MT,59801,-114.04,46.85
3437-93690,Missoula,MT,59808,-114.03,46.91
79733-126788,Polson,MT,59860,-114.12,47.69
3796-117344,Whitefish,MT,59937,-114.34,48.4
10387-100533,Aberdeen,NC,28315,-79.42,35.16
72999-98079,Apex,NC,27502,-78.86,35.74
72522-104988,Apex,NC,27523,-78.82,35.74
76255-94937,Apex,NC,27502,-78.87,35.74
76409-95670,Arden,NC,28704,-82.53,35.46
72992-97702,Arden,NC,28704,-82.55,35.48
19919-202925,Asheville,NC,28805,-82.52,35.58
73885-132946,Asheville,NC,28805,-82.54,35.6
22309-216224,Asheville,NC,28803,-82.55,35.48
3921-145304,Asheville,NC,28805,-82.49,35.59
72571-98062,Asheville,NC,28803,-82.52,35.5
8585-82303,Asheville,NC,28803,-82.54,35.57
2862-83232,Asheville,NC,28803,-82.53,35.52
79308-98053,Asheville,NC,28804,-82.55,35.63
3922-98060,Asheville,NC,28806,-82.63,35.61
11420-105384,Asheville,NC,28805,-82.53,35.58
49575-269344,ASHEVILLE,NC,28806,-82.61,35.53
8598-82600,Asheville,NC,28801,-82.55,35.6
27436-242685,Asheville,NC,28806,-82.6,35.53
15941-145305,Black Mountain,NC,28711,-82.32,35.61
16318-156564,Boone,NC,28607,-81.66,36.2
79222-98063,Brevard,NC,28712,-82.73,35.24
23944-230987,Buies Creek,NC,27506,-78.74,35.41
79343-103391,Burlington,NC,27215,-79.48,36.08
76466-96570,Burlington,NC,27215,-79.52,36.07
9763-98360,Burlington,NC,27215,-79.49,36.08
9839-98359,Burlington,NC,27215,-79.52,36.07
16319-165208,Burnsville,NC,28714,-82.29,35.91
23581-230990,Camp Lejenue,NC,28547,-77.34,34.67
28688-237571,Candler,NC,28715,-82.66,35.55
3944-147046,Canton,NC,28716,-82.84,35.54
29953-255606,Cary,NC,27518,-78.79,35.7
9840-98530,Cary,NC,27511,-78.76,35.77
10967-103699,Cary,NC,27511,-78.78,35.76
8545-51440,Cary,NC,27513,-78.77,35.83
23289-97715,Cary,NC,27518,-78.78,35.74
23353-229005,Cary,NC,27519,-78.89,35.84
79699-100511,Cary,NC,27519,-78.9,35.82
73887-103383,Cary,NC,27518,-78.74,35.75
23309-227624,Cary,NC,27519,-78.89,35.85
23652-230989,Cary,NC,27511,-78.77,35.77
11967-104840,Cary,NC,27518,-78.74,35.75
10158-97033,Cary,NC,27513,-78.8,35.8
21786-214784,Cary,NC,27519,-78.89,35.85
9364-95870,Cary,NC,27519,-78.87,35.79
79397-98082,Cary,NC,27519,-78.85,35.79
13922-108466,Cary,NC,27511,-78.74,35.76
48136-261246,CARY,NC,27513,-78.78,35.81
18447-186744,Cashiers,NC,28717,-83.1,35.11
3048-132884,Chapel Hill,NC,27514,-79.05,35.9
78077-118966,Chapel Hill,NC,27514,-79.04,35.91
8715-79143,Chapel Hill,NC,27514,-79.03,35.94
79375-98080,Chapel Hill,NC,27517,-79.09,35.83
72920-93638,Chapel Hill,NC,27514,-79.03,35.93
19139-197344,Chapel Hill,NC,27517,-79.01,35.91
8245-1082,Chapel Hill,NC,27514,-79.06,35.91
8393-21301,Charlotte,NC,28280,-80.84,35.23
78090-115167,Charlotte,NC,28223,-80.73,35.3
11921-105138,Charlotte,NC,28277,-80.82,35.08
2971-79140,Charlotte,NC,28209,-80.85,35.17
22352-219264,Charlotte,NC,28208,-80.93,35.22
26170-105488,Charlotte,NC,28216,-80.95,35.32
11968-104874,Charlotte,NC,28277,-80.81,35.06
76455-98968,Charlotte,NC,28277,-80.81,35.06
22726-220225,Charlotte,NC,28278,-80.97,35.17
79297-87751,Charlotte,NC,28277,-80.77,35.07
76129-88986,Charlotte,NC,28273,-80.88,35.11
48920-264924,Charlotte,NC,28269,-80.8,35.34
19257-182669,Charlotte,NC,28205,-80.81,35.22
10324-99035,Charlotte,NC,28273,-80.9,35.14
28430-249736,Charlotte,NC,28211,-80.83,35.15
72361-5659,Charlotte,NC,28208,-80.94,35.22
76903-128668,Charlotte,NC,28216,-80.86,35.35
8572-82300,Charlotte,NC,28273,-80.94,35.14
29823-253885,Charlotte,NC,28208,-80.94,35.23
9437-94799,Charlotte,NC,28262,-80.76,35.34
8240-103436,Charlotte,NC,28211,-80.8,35.18
19547-192464,Charlotte,NC,28202,-80.85,35.22
8554-35022,Charlotte,NC,28277,-80.77,35.06
75852-100840,Charlotte,NC,28208,-80.95,35.22
8211-819,Charlotte,NC,28204,-80.82,35.21
8210-824,Charlotte,NC,28207,-80.82,35.2
8288-1929,Charlotte,NC,28203,-80.84,35.2
16408-169145,Charlotte,NC,28278,-80.99,35.1
50413-274145,Charlotte,NC,28208,-80.95,35.23
72400-3568,Charlotte,NC,28208,-80.94,35.22
17807-165784,Charlotte,NC,28277,-80.85,35.05
48190-261666,Charlotte,NC,28217,-80.97,35.16
8351-13967,Charlotte,NC,28226,-80.82,35.12
76552-97053,Charlotte,NC,28277,-80.81,35.04
8208-820,Charlotte,NC,28244,-80.84,35.23
76840-111225,Charlotte,NC,28204,-80.83,35.22
73918-103375,Charlotte,NC,28277,-80.85,35.02
76601-97457,Charlotte,NC,28273,-80.99,35.1
8234-173224,Charlotte,NC,28262,-80.74,35.31
28540-250012,Charlotte,NC,28216,-80.86,35.35
47070-249615,CHARLOTTE,NC,28273,-80.94,35.1
3488-153005,Charlotte,NC,28208,-80.94,35.22
8390-13848,Charlotte,NC,28246,-80.84,35.23
72362-5660,Charlotte,NC,28208,-80.94,35.22
8460-19165,Charlotte,NC,28202,-80.85,35.23
73786-93624,Charlotte,NC,28226,-80.78,35.1
11638-105036,Charlotte,NC,28204,-80.84,35.21
10389-241727,Charlotte,NC,28278,-80.99,35.1
19543-159188,Charlotte,NC,28207,-80.83,35.2
72402-3649,Charlotte,NC,28208,-80.94,35.22
10241-99049,Charlotte,NC,28277,-80.81,35.03
75190-83327,Charlotte,NC,28262,-80.77,35.32
8563-77006,Charlotte,NC,28211,-80.83,35.15
79419-98072,Charlotte,NC,28262,-80.74,35.3
10388-100492,Charlotte,NC,28269,-80.81,35.33
8216-45,Charlotte,NC,28211,-80.83,35.15
10035-99036,Charlotte,NC,28134,-80.87,35.09
75659-86880,Charlotte,NC,28208,-80.94,35.22
9362-49959,Charlotte,NC,28277,-80.85,35.06
75310-96262,Charlotte,NC,28202,-80.85,35.22
10390-100531,Clayton,NC,27520,-78.5,35.67
19321-195825,Clayton,NC,27527,-78.38,35.65
11922-105252,Clemmons,NC,27012,-80.38,36.02
10391-99041,Concord,NC,28027,-80.71,35.37
73802-100510,Concord,NC,28027,-80.74,35.42
11969-100497,Concord,NC,28027,-80.68,35.42
9570-96614,Concord,NC,28027,-80.61,35.44
10968-103172,Concord,NC,28027,-80.72,35.37
76716-97703,Concord,NC,28027,-80.7,35.43
26636-93622,Concord,NC,28027,-80.67,35.42
8285-1605,Cornelius,NC,28031,-80.88,35.48
26803-245327,Cornelius,NC,28031,-80.86,35.48
72924-87821,Cornelius,NC,28031,-80.89,35.48
23134-98083,Corolla,NC,27927,-75.81,36.3
75441-106538,Cullowhee,NC,28723,-83.18,35.31
19900-201165,Dallas,NC,28034,-81.18,35.32
